,index,position,company_name,description,requirement,preferred,like
31,1330,모바일 Flutter 개발자(2년 이상),링크커넥션(LinkConnectionCorp.),[바루다 모바일 개발자는 이런 일을 해요] - 근골격계 통증 전문 앱 서비스 ‘바루다’를 개발합니다. - 병원의 환자 관리 서비스 ‘바루다 닥터’와 치료기록 연동과 연계 서비스를 개발합니다. - 로드맵을 기반으로 확장성을 고려한 서비스를 개발합니다.,[이런 경험이 있으신 분을 찾아요] - 1년 이상 Flutter를 이용한 개발 경험이 있으신 분 - Native 앱 개발 경험이 있으신 분 - Rest Api 통신에 대한 이해가 있으신 분 - 팀원을 존중하면서 의사소통 하실 수 있는분 - 모든 기술스택 포함하여 총 개발 경력 2년이상  혹은 그이상에 상응하는 스킬을 보유하신 분,[이런 경험이 있으시면 좋아요] - JS Es6문법에 대한 이해가 있으신 분 - node.js 경험이 있으신 분 - Fireabase 경험이 있으신분 - 기초적인 데이터베이스에 대한 이해가 있으신분 - 도수치료를 받으며 불편함을 느낀 경험이 있으신 분,1
32,1331,모바일앱 개발자(Flutter),리브애니웨어,포지션 소개 • 개발팀의 구성원으로서 리브애니웨어의 모바일앱 개발 및 운영을 담당해주실 분을 모십니다. • 현재 개발팀은 백엔드  프론트엔드  모바일앱 파트를 각각 담당해주시는 동료분들이 있으며  함께 좋은 프로덕트를 만들어가고 싶습니다.  • 리브애니웨어 모바일 애플리케이션(Flutter) 개발 및 운영 • 리브애니웨어 모바일 애플리케이션(Flutter) 성능 개선,• 네이티브 모바일앱(Android or iOS) 개발 경험  Flutter 프레임워크 및 Dart 언어 사용 경험 5년 이상) • Github을 사용하여 소스코드 버전 관리 및 원격 저장소 사용이 능숙하신 분 • Restful API를 제공하는 백엔드 애플리케이션과의 다양한 연동 경험이 있으신 분 • 웹 애플리케이션과 Webview를 이용한 Integration 경험이 있으신 분 • Flutter 애플리케이션의 상태 관리 솔루션(Provider  GetX  BLoC)을 능숙하게 다루실 수 있는 분,• 새로운 것을 배우는 데에 거부감이 없으신 분 • 도메인 주도 설계(DDD)에 대한 관심 또는 경험이 있으신 분 • DevOps에 대한 관심 또는 경험이 있으신 분 • 프론트엔드 애플리케이션 개발 또는 백엔드 개발에 관심 또는 경험이 있으신 분 • 모바일앱의 성능 측정 및 개선에 대한 경험이 있으신 분 • MMP(Mobile Measurement Partner)와의 연동 경험이 있으신 분  기술스택/툴 •  모바일앱은 Flutter 프레임워크로 구현하였습니다. •  모바일앱의 상태 관리를 위해서 Provider를 사용하고 있습니다. •  모바일앱의 기본적인 지표 추적 및 관리  기타 기능을 사용하기 위해서 Google Firebase를 사용하고 있습니다. •  클라이언트 사이드의 에러 트래킹 및 로그 모니터링을 위해서 Datadog을 도입하였습니다.,27
33,1332,모바일 프로덕트 매니저(서비스 기획자/운영 담당자),티비유,- 최고의 사용성과 편의를 제공하는 EV 모빌리티 프로덕트를 기획하고 운영합니다. - 프로덕트 이슈 관리 및 프로젝트 진행을 위한 병목을 적극적으로 파악하고  비즈니스 인사이트 및 데이터 기반으로 구성원들과 커뮤니케이션하며 elecvery의 완결성을 높입니다. - 전기차 비즈니스 및 인더스트리를 리서치하고  국내외 경쟁사 및 사용자 니즈를 파악하며 서비스 방향성을 적극적으로 제시합니다. - 사업 전략에 따른 우선순위와  성공을 위한 프로덕트 개선/런칭 목표와 데드라인을 정의해 타임라인을 정의하고  서비스 지표 상승 및 문제 해결을 위한 Product 전략을 도출합니다. - 가설 수립 및 실험 및 검증을 통해 프로덕트 및 서비스를 최적화 합니다.,- IT 프로젝트 서비스 기획 및 운영 경력 2년 이상으로  소비자들의 니즈와 피드백을 적극적으로 파악해 새로운 IT 프로덕트 기획하고  이를 Wireframe 및 Storyboard로 정의하며  Agile하고 논리적으로 본인이 기획하는 바를 제시해 구성원들과 소통하실 수 있는 분 - 시장 파악  유저 인터뷰 및 가설설정  문제 정의  프로덕트 기획  Product 출시  검증 및 유지보수  개선/고도화 까지 프로덕트 생명주기의 End-to-End를 경험하신 분 - 개발자/마케터/사업개발 직군 등 다양한 구성원들과 원활한 소통과 협업이 가능하신 분,- 모빌리티 도메인에 관심이 많고  비즈니스 및 소비자 이해를 위한 스터디가 일상이신 분. - 검색  위치기반 등 기술에 대한 이해도가 있으신 분 - 자아실현 욕심이 많은 하드워커인 분 - 스타트업 창업 경험 or IT 기업에서 신규 서비스를 기획  출시 및 성장 시켜 본 경험이 있으신 분 - 데이터 분석  시각화 툴 등 (Amplitude  Appsflyer 등)을 잘 활용하고  데이터 수집 및 활용에 대한 명확한 목적을 설계하실 수 있는 분. - 구조화된 사고와 디테일에 강하며  논리적 커뮤니케이션이 가능한 분 - 개발  디자인(UI/UX)  마케팅 등 다른 분야에 대한 이해나 경험이 있으신 분 - jira  confluence  slack  figma 등 사용 경험 있으신 분,5
34,1333,모바일  앱  웹 서비스 기획자,아비즈,• 웹/앱 서비스 기획 및 운영 • 신규상품 개발 기획 • 이벤트 기획 및 운영,• 계획을 수립하고 업데이트를 즐기는 분 • 타부서와 공유  협업을 잘하여 원하는 목표를 달성할 수 있는 분 • 유관업무 경력자 (2년 이상),근무환경 • 자율출퇴근: 8:30~ / 9:00~  선택 • 자율 복장 : 반바지  슬리퍼 부터~ 정장까지 자유롭게 • HP 최신 데스크톱과 노트북 선택 가능 + 27인치 듀얼 모니터 등 원하는 장비 지원 • 최고급 사양 장비(맥북  맥프로  전문가용 모니터  키보드/마우스) 및 소프트웨어 제공 • 주차 무료 제공 • 사내 카페테리아(매주 간식  음료 제공)  슬기로운 회사 생활 • 웰컴키트(입사 3개월 후 지급) • 이달의 사원 포상(매월) • 승진자 축하선물 • 자기개발 활동비 지원(교육  세미나  자격증 등) • 모범 사원 포상(년 1회) • 10년 근속 선물(금돼지...)  건강/휴식 • 눈치보지 않고 연차 사용하는 분위기~ • 업무 지장 없다면 원하는 시기에 휴가 사용 • 건강검진은 필수  생활 속 지원 • 경조휴가 및 경조금 • 출산선물 • 명절선물 • 교육비 • 입학 축하금,6
35,1334,웹 / 모바일 서비스 기획,코드크래프트,• 고객사 요구사항 정리 • 웹  모바일 서비스 정책 작성  수립 • 웹  모바일 서비스 화면 설계서 작성 • 디자인  개발 담당자와의 개발 협업,• 웹  모바일 서비스 기획 경험 • 파워포인트/엑셀/피그마 등 기획 툴 사용 가능자,• 중고 물품 매입/판매 서비스 유경험자 • 아이디어  정책  프로세스를 규격화된 문서로 표현하는 능력이 좋은 사람 • 문서 작성  문서 관리에 능숙한 사람,0
36,1335,모바일 클라이언트 개발(DeFi  iOS),위메이드(WEMADE),• DApp 서비스 iOS 클라이언트 개발,• 경력 5년 이상이신 분 • Swift를 이용하여 모바일 클라이언트 개발이 가능하신 분 • DApp 서비스 설계/개발이 가능하신 분,• 서비스 플랫폼 개발과 운영 경험이 있으신 분 • 블록체인 기반 서비스 개발 경험이 있으신 분 • RxSwift를 이용한 개발 경험이 있으신 분 • TDD 개발에 능숙하신 분 • 주도적으로 업무를 계획하고 추진할 수 있는 분,0
37,1337,[100억↑투자] 모바일 게임 기획자,슈퍼센트,• 게임 트렌드 분석 및 하이퍼 캐주얼 게임 기획 • 신규게임  기존게임에 대한 레벨 및 컨텐츠 추가  난이도 조정 및 UI Flow 기획 • 플레이 테스트  피드백 및 라이브 지표를 기반으로 게임 디자인 개선 및 조정 • [전형 절차] : 서류 전형 ＞과제전형 ＞ 1차 실무 인터뷰 ＞ 2차 Culture-Fit 인터뷰 ＞ 처우협의 ＞ 최종 합격,• 경력 무관 • 창의적 사고를 구조화하여 기획서 및 플로우차트로 문서화 할 수 있는 능력이 있으신 분 • 원활한 커뮤니케이션 능력을 갖추신 분 • 긍정적인 태도  혼자 또는 팀원으로 일할 수 있는 자기 주도적 사고의 소유자이신 분,• 오피스 프로그램 활용 능력이 뛰어나신 분 • 유니티 활용이 가능하신 분 • 모바일 게임 라이브옵스 및 A/B Testing 운영 경험이 있으신 분 • 모바일 게임 시장 및 하이퍼캐주얼 시장에 대한 이해도가 높으신 분,40
38,1338,Android/iOS 모바일 앱 개발자,위닝아이,[위닝아이와 함께 하실 업무예요.]  • 카메라 영상처리  비접촉 생체인식 SDK 개발 • 클라우드 기반 생체인증 서비스 • UI/UX  생체인식 평가 도구 개발  성능평가  품질관리   [기술 분야예요.]  • 비접촉 모바일 생체인식 솔루션 • 클라우드 플랫폼 기반 SaaS • 2차 인증 모듈  [개발 언어예요.]  • C C++ • JAVA/Kolin • Ovjective-C/Swift,[자격 요건은 아래와 같아요.]  • 모바일 앱(Android iOS) 개발 경험 있으시면 좋아요. • 대학교 졸업자이신 분. • Java/Kotlin  Objective-C/Swift 중 하나 이상 가능하신 분. • 포트폴리오 제출 필수예요.,[이런 능력까지 있으시면 우대해드려요.]  • SDK를 직접 제작하거나  응용 개발에 어려움이 없으신 분. • 카메라 제어를 통한 영상 처리 경험이 있으신 분. • AOS/iOS 동시 개발 가능하신 분. • 품질관리/유지보수 수행 경험이 1년 이상 있으신 분.,7
39,1340,Flutter 모바일 개발 리드,로플리,- 모바일 개발 리드(Android & iOS Flutter 프레임워크) - PM  디자인팀  백엔드 팀과 협업 매니지먼트 - CI/CD 관리 및 배포,- 모바일 개발 (Android 혹은 iOS 네이티브) 3년 이상 - Flutter 개발 2년 이상 - 협업 및 소스 코드 관리툴 사용 (Git) - 다양한 직군의 사람들과의 원할한 커뮤니케이션,- 오픈소스 프로젝트 활동을 해보신 분 - iOS 혹은 Flutter 라이브러리 제작 혹은 출시 경험이 있는 분 - 다양한 인터렉션 작업 포트폴리오를 보여주실 수 있는 분 - 복잡한 데이터 혹은 화면 구성 경험이 있는 분 - Fastlane  Code Magic  Git Action  Jenkins 등 CI/CD를 직/간접 구축한 경험이 있는 분 - 아키택쳐 (MVC  MVP  MVVM  VIPER) 등에 관심이 많거나  구조 개선 경험이 있는 분 - RiverPod 상태관리를 메인으로 사용해보신 분 - Flutter Hooks를 메인으로 사용해보신 분,3
40,1341,플랫폼전략 모바일 안드로이드 App개발,코콤,• 신규 플랫폼 안드로이드 앱 개발을 진행 합니다. • 모바일 애플리케이션 개발 및 유지보수 업무를 합니다. • 새로운 기능에 대한 설계 및 기존 기능에 대한 확장 업무를 수행 합니다.  • 안드로이드 제품 개선을 위해 다양한 신기술을 탐색하고  적용합니다.,• 유관 경험이 3년 이상이거나 그에 준하는 실력 • Kotlin 언어를 이용한 상용 서비스의 개발 및 배포 경험 • RxJava  Coroutine등의 비동기 프로그래밍을 활용한 상용 서비스 개발 경험 • MVVM 패턴 및 Data Binding / View Binding 개념을 이해 • Zeplin  Figma  ProtoPie 등 하나 이상의 디자인 협업 도구를 이용한 협업 경험 • 고객 서비스 및 전체 프로세스를 고려한 설계와 구현 • 사용자 UX에 대한 이해 • CI/CD에 대한 이해,• 다수의 앱 런칭 경험을 보유하신 분 • 앱 최적화 경험을 보유하신 분 • Clean Architecture에 관심이 있는 자 • 팀과 융화가 잘 되시는 분 • 새로운 기술 적용에 거부감이 없고  신기술 적합성을 잘 판단하실 수 있는 분,0
41,1342,[신작 프로젝트] 모바일 게임 기획자,플레이하드,• 개발 인원 3~4명 규모의 모바일 게임 기획 및 일정 관리 • 모바일 게임 기획서 작성 (히어로팩토리 규모의 게임 기획) • 게임 전반적인 밸런스 및 시스템 기획 • 게임 데이터 시트 작성 및 관리,• 1년 이상의 게임 기획 경험 • 아이디어 제시부터 실현까지 책임감 있게 끌고 갈 수 있는 분,• 규모에 상관없이 프로젝트 수행 경험이 있으신 분 • 다양한 모바일 게임 플레이 경험이 많으신 분 • 커뮤니케이션 능력이 우수하신 분,0
42,1343,모바일 소프트웨어 엔지니어,페이지콜,• Pagecall 모바일 SDK 개발 및 제반 업무 • 페이지콜은 크로스플랫폼을 지원합니다. 본인의 주영역이 아닌 플랫폼의 네이티브코드를 참고하거나 직접 작성하는 일이 있을 수 있습니다.,• 3년 이상의 iOS OR Android 네이티브 어플리케이션 개발경험 (iOS와 Android 중 한 영역의 전문성) • 1년 이상의 iOS AND Android 네이티브 어플리케이션 개발경험 (iOS와 Android 모두에서의 익숙함) • 6개월 이상의 NodeJS 개발 경험,• WebRTC / MongoDB / AWS Lambda / AWS Chime SDK / WebGL / CRDT / Mobile testing / Firebase 관련 개발 • 본인을 제외한 2인 이상의 개발팀을 리드해본 경험,2
43,1344,[500억↑투자] Sales Manager (모바일인덱스) [신입 가능],아이지에이웍스(IGAWorks),• 모바일인덱스 INSIGHT를 외부에 세일즈하고 필요한 영업 지원 업무를 수행합니다. • 광고주  투자사  대행사 대상으로 미팅을 통하여 서비스를 매력적으로 제안하고 서비스의 가치를 온전하게 전달하는 전반적인 업무를 담당하게 됩니다. • 기존 계약 및 고객과의 관계 구축을 통하여 긴밀한 파트너쉽을 유지하고 관리합니다.,• IT SaaS 서비스  B2B IT 솔루션 세일즈에 관심이 많고 역량을 키우고 싶은 분 • 영업 기회를 만들어내고 제안  계약  고객 관리 등 세일즈 전반을 경험하고 싶으신 분 • 외부 고객사와 원활하고 유연한 커뮤니케이션이 가능하신 분,• 업무 습득 속도가 빠르고 상황 대처 능력이 좋은 분 • IT 분야에서 세일즈 혹은 외부 커뮤니케이션(고객 관리)에 경험이 있거나 관심이 많은 분,7
44,1345,온라인/모바일 게임서비스 시스템 엔지니어,이스트게임즈,• PC  모바일 플랫폼 게임서비스  사내 인프라 시스템 운영  관리 • Linux/windows 기반 시스템 운영  관리 • 시스템 모니터링 및 벤치마크 (H/W  DB  Network  APP 등) • 성능지표 분석을 통한 시스템 최적화 • 시스템 자동화 설계  구현,• 서버 OS에 대한 관심도가 높고  상세 지식을 보유한 자(Linux  windows) • 네트워크 관련 관심도가 높고  상세 지식을 보유한 자(TCP/IP  L2~L7 등) • 필수 어플리케이션 관련 관심도가 높고  상세 지식을 보유한 자(Apache  IIS  INS  Mail  Mysql  MSSQL  Tomcat 등) • 스크립트 프로그래밍 지식 보유,• 게임서비스 구축/운영  서비스인프라 구성 경험자 • 오픈소스 기반 서비스  프로젝트 경험자 • 클라우드  가상화 서비스 구축/운영 경험자 • 보안 관련 지식 보유자 • 서버 및 네트워크 관련 자격증 보유자 (RHCE  CCNA  CCNP  MCSE  MCDBA 등),10
45,1346,모바일 게임 클라이언트 개발자 (Unity / C#),캐논크래커,• 담당업무게임 시스템 및 컨텐츠 개발 • 게임 플레이 로직 개발 • 프로토타입 구현,• 유니티 엔진 개발 경험(C# / UGUI) • 최적화 업무 경험 • 알고리즘  자료구조  객체지향 개발 경험 • 프로젝트 초기부터 런칭까지 경험 • 긍정적이고 책임감 있는 마인드 • 원활한 커뮤니케이션 스킬,• 모바일  PC 개발 경험 • Third- Party 라이브러리 및 SDK 사용 경험 • 유니티 그래픽 Shader의 제작 및 최적화 경험 • Android  IOS Native 개발 경험  • 빠른 프로토타이핑 능력    ※ 채용 프로세스 서류 전형＞1차 면접＞최종합격,5
46,1347,모바일 게임 기획자 (키우기류 MoRPG),제트5,• 모바일 키우기류 MoRPG 기획,• 모바일 RPG 기획 경험 • 모바일 RPG에 대한 플레이 경험 • 시스템 기획과 밸런스 기획 경험 • 숫자와 친숙한 분,• 키우기/idle 장르 게임 기획 경험 • 모바일 게임 기획 리드 경험,4
47,1348,병원용 모바일 서비스 FrontEnd/BackEnd 개발 및 운영자,포씨게이트,• 병원용 모바일 서비스를 위한 FrontEnd/BackEnd 개발 및 운영 • 병원 환자용 앱 FrontEnd/BackEnd 개발 및 운영 • 병원 의료진용 앱 FrontEnd/BackEnd 개발 및 운영,• 성별 : 무관 • 학력 : 무관 • 전공 : 무관 • 직무경험 : 실무 경험 3년 이상 • 지식/스킬/역량 :    -HTML  CSS  JavaScript(ES5 이상)에 대한 이해      -2REST API 서버 연동 경험    -모바일 UI에 대한 이해    -Spring에 대한 이해    -iOS/Android/React JS에 대한 이해    -React JS 실무 경험    -Node.js Express 실무 경험,• 전기/전자공학 전공 • 컴퓨터소프트웨어  컴퓨터시스템 공학 등 관련 전공자,1
48,1349,[ICT본부] 모바일 앱(Android  Flutter) 개발자,지니,• 모바일 앱 개발 및 운영 • Android 신규 기능 개발 • 하이브리드 앱(Flutter) 개발,• Kotlin / Dart 프로그래밍 • Android / iOS 스토어 배포 가능하신 분 • 서버 API 연동 및 웹 연동 기능 개발이 가능하신 분,• 크로스플랫폼 개발 환경에 대한 높은 이해도를 보유하신 분 • 서비스 운영 및 모니터링 서비스 사용 경험이 있으신 분 • 원활한 커뮤니케이션이 가능하신 분,3
49,1350,모바일 개발 담당자,펜타시큐리티,• 자사 Mobile App 개발(Cloudbric VPN  PAS Mobile App),• 모바일 개발 경험이 5년 이상이신 분 • 하나의 앱을 개발 후 지속적인 개선 경험을 가지신 분 • Android (Java  Kotlin  Flutter) • iOS (Swift  SwiftUI  Universal App 개발(iOS/MacOS)),• 개발 및 협업 도구(Git  Docker  Jenkins) 활용에 익숙하신 분 • 테스트 코드 작성 및 지속적인 개선 경험을 갖고 계신 분 • 빌드/테스트/배포 자동화 경험이 있으신 분,2
50,1351,모바일 서비스 UX 기획자,휴맥스네트웍스,• 모바일 서비스 문제 정의 및 요구사항 정의  기획 정책 수립   • 모바일 서비스 기획 및 화면 설계 : IA  Wireframe  Story board  Workflow  영문 UX writing  • 서비스 운영 정책서  매뉴얼 작성 • 시장 상황  경쟁사 동향 리서치 및 분석 • 서비스/상품/사업 분석 및 개선,- 학력/전공/경력    • 대졸 이상(4년제)/전공무관/4-10년 이내 유관 업무 경력자  - 필수사항    • 모바일 서비스 기획 경력을 보유하신 분 (기획업무 기준 4년 이상)    • 디자인/개발 프로세스 이해 및 커뮤니케이션이 가능하신 분    • 포트폴리오 제출 가능자 (IA  Wireframe  Story board 포함 선호  면접 시 설명 필요)    • 해외 출장 가능자,• 국내외 통신사의 서비스 기획 경험자 • 다수의 모바일 서비스 기획 경험자 • IOT 기반 모바일 서비스 출시 경험자 • Adobe XD  Figma 등 기획툴 활용 가능한 분 • Jira  Confluence  Slack 활용 가능한 분 • 영어 능통자,0
51,1352,모바일 개발자,엔에스에이치씨(NSHC),• 모바일 보안 솔루션에서 iOS  Android용 보안 솔루션을 개발합니다. • LLVM 기반 iOS용 보안 솔루션을 개발합니다. . 보안가상키패드  백신  앱 보호 솔루션을 개발합니다.,• Android / iOS 앱 프로그래밍 • Objective C  Swift  C  Java 등의 언어로 개발 경험,• 암호 보안 관련 이해가 있는 자 (우대) • Reverse Engineering 경험자(우대) • LLVM 개발 경험 자(우대),6
52,1353,모바일앱 Hativ 개발팀장,뷰노,• 뷰노 SW 제품과 서비스에 필요한 시스템과 모듈 개발  지원 및 개선을 할 수 있는 팀 구성 및 리딩 • 요구사항 수집  요구사항 분석  설계  구현  테스트에 이르는 SW개발 과정에 참여 및 의사결정 • 제품 및 서비스의 품질 높이기 위한 체계적인 시스템 구축 • 제품 및 서비스의 개발 효율성을 높이기 위한 프로세스 개발  지원 및 개선,• 5년 이상의 모바일 SW개발 관련 경력을 보유하신 분 • 모바일 App Service에 대한 이해도가 높으신 분 • 모바일 앱을 출시하거나 출시한 팀을 리딩한 경험이 있으신 분 • 모바일 앱을 기획한 경험이 있거나 기획할 기회가 있다면 해보시겠다는 분 • Computer Science에 대한 기반 지식을 보유하신 분 • 원리를 파악하고자 하고  깊이 고민하며 개발하는 분 • 함께 일하는 분들과 커뮤니케이션이 원활하고 자주 소통하는 분,• Flutter를 통한 Android  iOS 통합 모바일 앱 개발 경험이 있으신 분 • B2C 모바일 서비스를 개발하고 운영한 경험이 있으신 분 • UI/UX 설계 프로세스 참여 경험이 있으신 분 • Git / Jira 기반의 협업 프로젝트 경험이 있으신 분 • 새로운 기술과 지식을 배우는 것에 열정이 있으신 분 • 취미로도 개발을 할 정도로 개발을 사랑하는 분,2
53,1354,Flutter 모바일 개발자,헥슬란트,■ 헥슬란트에서의 주요 업무 ■ · 지갑 서비스 ‘오하이월렛’를 개발 · 지갑 개설  가상자산 보관 등 전반적인 사용자 경험 설계에 참여,- 앱 개발 및 운영을 경험해 보신 분 - Flutter로 앱 개발 및 상용화 경험이 있으신 분 - iOS 앱 개발 및 스토어 배포 숙련된 분 - Mission-Critical 한 서비스 운영 환경을 즐기며 높은 책임감으로 탄탄한 서비스를 같이 만들어 갈 수 있는 분,· 블록체인 경험이나 가상자산에 관심이 있으신 분 · 스타트업 경험이 있는 분 · Lean startup 을 이해하고  Agile Organization의 경험이 있는 분 · 실패를 두려워하지 않고 빠르게 실행하고 효율을 분석하는 분,0
54,1355,[잡플래닛] iOS 모바일 앱 개발자,브레인커머스,잡플래닛 유저의 절반은 모바일을 이용합니다. 심지어 일부 사업 지표는 모바일이 좀더 매력적이라고 말합니다. 이런 trend는 지속될 것이며  잡플래닛이 준비하는 미래에서 더 큰 의미를 가질 것으로 전망합니다. 이에 따라  기존 모바일 팀을 iOS와 안드로이드로 나누어 규모를 키우고  각각의 특성을 서비스에 유리하고 기민하게 녹여낼 수 있는 조직으로 진화시키려 합니다. 그래서 잡플래닛의 모바일 개발자는 단순히 개발 역량만이 아니라 유관부서와의 커뮤니케이션  개발자적 관점에서의 기획력도 요구됩니다.  특히 시니어에게는 팀 세팅과 성장이라는 미션이 추가됩니다. 누구나 함께 일하고 싶고  모두가 인정하는 제품을 만드는 모바일 팀을 세팅해야 할 시점이기 때문입니다.   주요 업무를 정리하면 간단합니다. - Jobplanet iOS 클라이언트 개발 및 운영  잡플래닛의 ios 개발자는 비즈니스별 Squad로 나뉘어 프로덕트 개발에 참여하고 있으며  잡플래닛의 모바일팀은 아래와 같은 업무 환경을 지향 합니다.  1. 협업 - 코드 리뷰를 통해 서로의 코드에 대해 이해하고  좀 더 개발에 좋은 구조를 찾습니다. - Pair Programming 이나 PR을 통한 코드 리뷰를 이용합니다.  2. 레거시 또는 리팩토링 - 레거시 코드 제거 와 끊임없는 리팩토링을 통해 유지보수에 편리한 구조를 만들어 갑니다. - 이와 관련된 개발 기간을 충분히 가져 코드의 품질을 높이기 위해 노력합니다.  3. 새로운 기술 - 새로운 기술에 대한 검토 및 적용을 두려워하지 않습니다. - 새로운 기술을 맹목적으로 적용하지 않고  충분히 분석하고 어떠한 장단점이 있는지 서로 토론합니다. - 개발 관련 컨퍼런스나 세미나에 적극 참여합니다  4. iOS 개발 환경 - 언어 : Objective-C / Swift - Lib : Alamofire  Kingfisher  RxSwift - 협업 도구 : Github  Figma  Zeplin  Notion  Jira   Confluence,- iOS 개발 경력 최소 5년 이상인 분 - Objective-C / Swift 개발에 능숙하신 분 - iOS 및 애플의 디자인 철학에 대한 이해도가 높은 분 - 적극적인 커뮤니케이션 할 수 있는 분,- Reactive 프로그래밍에 대한 이해와 RxSwift 사용에 익숙하신 분 - 테스트/배포 자동화 경험이 있으신 분 - iOS 최신 개발 동향에 관심이 있으신 분 - 지속적인 발전을 추구 하시는 분 - MVVM 개발 경험이 있으신 분    [채용절차] - 서류전형 -＞ 코딩테스트(과제) -＞ 1차 실무 인터뷰 -＞ 2차 협업부서 인터뷰 (-＞ 3차 경영진 인터뷰) - 코딩테스트(과제)의 경우 주니어/시니어 무관 모두 진행이 되며  1차 인터뷰는 진행 해 주신 테스트를 토대로 코드 리뷰를 요청하고 있습니다. - 진행 과정에서 필요 시  전형단계 감소 또는 추가 있을 수 있습니다.   [제출서류]  - 이력서  포트폴리오,28
55,1356,웹&모바일팀 (리타민 App 개발),에프앤가이드,ㆍ리타민  App 개발,ㆍ학력 : 학사 이상 ㆍ경력 : 경력 1~4년 이하 ㆍ컴퓨터공학 및 전산 관련 전공하신 분 ㆍFlutter  React 등 모바일 개발 경험이 있으신 분,ㆍ모바일 UX/UI에 대한 이해가 높으신 분,0
56,1358,개발팀 모바일 App엔지니어,모인(MOIN),• React-Native 기반 모바일 앱 개발 • 코드 작성  테스트  코드 리뷰  배포  운영,• 모바일 앱 개발 및 유지 보수 경력 2년 이상 (꼭 React-Native 경험이 아니어도 됩니다.) • 마켓에 앱 배포 경력이 있으신 분 • 모바일 UI/UX 에 대한 관심이 많으신 분,• 모바일 개발 환경에 대한 이해가 높으신 분 • Android  iOS 중 하나의 플랫폼에 대한 높은 이해를 가지신 분 • 최신 기술  더 나은 프로세스에 대한 끊임없는 갈망이 있으신 분 • 클라이언트 최적화에 관한 이해 • 레거시 코드 리팩토링 경험이 있으신 분 • 애자일 방법론에 대한 이해가 있으신 분 • 디자인  기획  운영 등 다양한 직군과 협업 경험이 있으신 분,6
57,1359,캐주얼 모바일 게임 기획 (1년 이상),캐논크래커,• 게임 제작을 위한 기획 전반과 제작 일정 관리 • 방향성에 부합하는 게임 퀄리티 고도화 작업 • 캐주얼&미드코어 장르의 게임을 분석하고 기획,"• 시스템 전체 & 데이터 구조 설계에 대한 이해가 높으신 분 • 디테일 기반의 ""완벽한 기획""을 추구하시는 분 • 프로젝트 비전에 대한 이해와 그에 따른 기획 능력이 있으신 분 • 라이브 상황에 유연한 대처 능력이 있으신 분",• 영어 회화가 능통하신 분 • 코어게임기획 및 게임 밸런싱(전투/경제) 경험이 있으신 분 • 해외 및 국내 퍼블리셔와 서비스 운영 경험이 있으신 분 • 이해관계를 조정해본 경험이 있으신 분 • 수학 관련 전공하신 분 • 구글&앱스토어 관리 경험이 있으신 분,0
58,1360,서비스기획(웹/모바일/응용SW),그린도트,• 그린도트 서비스 기획 (웹/모바일/응용SW)     ◦ 용어사전 작성     ◦ 기능구조도 및 정의서 작성 (정보설계)     ◦ 요구사항 분석 및 도출     ◦ 요구사항 추적     ◦ UI/UX 설계 및 관리     ◦ Prototyping Tool을 이용한 화면 설계     ◦ Storyboard 작성 및 관리     ◦ 협업 도구를 통한 산출물 작성 및 관리 • 비즈니스 프로세스 설계 및 관리     ◦ 사용자 시나리오 작성 및 관리     ◦ 서비스 정책 수립 및 관리 • 협력사 및 사내 커뮤니케이션 및 업무 조율,• 온/오프라인 서비스 기획 경험이 있으신 분     ◦ 요구사항 분석 및 도출 경험이 있으신 분     ◦ 기능구조도 작성 경험이 있으신 분     ◦ 용어사전 작성 경험이 있으신 분     ◦ UI/UX 설계 경험이 있으신 분 • 비즈니스 프로세스 설계 경험이 있으신 분     ◦ 사용자 시나리오 작성 경험이 있으신 분     ◦ 서비스 정책 수립 경험이 있으신 분 • 디자인 및 개발에 대한 이해도가 높으신 분 • 온/온라인 서비스 기획 경험이 있으며 디자인  개발에 대한 이해도가 높은 분 • 협력사 및 사내 커뮤니케이션 및 업무 조율이 능숙하신 분   ** 포트폴리오 제출 필수입니다.     (Wireframe  Stoty board  UX설계안 등),•애자일한 조직 체계 경험이 있으신 분 •데이터 정의 및 ERD에 대한 이해도가 높으신 분 •WBS 작성 및 관리 경험이 있으신 분 •협업도구 사용에 능숙하신 분 •자체 서비스 기획 및 운영 경험이 있으신 분 •데이터 측정 및 분석 능력 보유하신 분 •사용자 중심의 Front-end/Back-end 기획/설계가 가능한 분,2
59,1361,모바일 개발,파수,파수의 다양한 제품/솔루션의 모바일 앱 개발을 담당합니다.  • Flutter framework 기반의 모바일 앱 개발 • Android 및 iOS 네이티브 SDK를 활용한 개발,• 개발 경력 3년 이상 • iOS 및 Android의 UX/UI 가이드라인에 대한 이해 • MVVM 디자인 패턴 사용 경험 • Retrofit 등의 대중적인 라이브러리 사용 경험   [주요 기술 역량] • Java  flutter • Swift  RxSwift  Storyboard • MVVM  Android Architecture Component • AWS Service  Google Service,• AWS / Google 등 다양한 Cloud 서비스 경험 • 오픈소스 및 신기술 학습에 관심 • Flutter 개발 경험,1
