,cleaned_words,num
2612,typescript,3
2615,transportation,3
2616,transportation,3
2619,transition,3
2620,transfer,3
2621,top,3
2622,tool,3
2623,ticket,3
2624,thousand,3
2626,thing,3
2627,text,3
2628,test,3
2632,terminal,3
2633,term,3
2634,template,3
2637,teacher,3
2638,task ],3
2642,support,3
2644,success,3
2646,structure,3
2647,strategy,3
2648,store,3
2649,store,3
2650,stop,3
2651,statement,3
2652,start,3
2653,standby,3
2654,standardization,3
2655,standardization,3
2656,stakeholder,3
2657,stage,3
2659,squad,3
2660,spread,3
2661,specification,3
2662,specification,3
2664,something,3
2665,solves,3
2666,solution,3
2667,solution,3
2668,smarter,3
2669,simulation,3
2670,shelter,3
2671,share,3
2673,setting,3
2674,server,3
2675,serverless,3
2676,sensor,3
2678,sense,3
2681,segment,3
2682,seek,3
2683,see,3
2685,score,3
2686,score,3
2687,scope,3
2688,scientist,3
2689,run,3
2690,round,3
2692,risk,3
2693,review,3
2694,responsibility,3
2695,reservation,3
2696,request,3
2698,request,3
2699,representative,3
2700,report,3
2701,repetitive,3
2705,reliability,3
2707,release,3
2708,relationship,3
2709,relationship,3
2710,refactor,3
2712,recruit,3
2713,recommendation/personalization,3
2714,recognition,3
2716,receipt,3
2719,reach,3
2720,raw,3
2721,rating,3
2724,qualitative,3
2725,python,3
2726,pursues,3
2727,purpose-built,3
2729,purchasing,3
2730,purchase,3
2731,project,3
2733,product *,3
2735,produce,3
2736,processing,3
2737,process,3
2738,process ],3
2739,process,3
2740,procedure ],3
2743,preparation,3
2744,premium,3
2746,prediction,3
2747,practice,3
2750,position,3
2754,plan,3
2755,plan,3
2756,place,3
2757,pipeline,3
2758,piece,3
2760,photo,3
2761,phone,3
2762,persuade,3
2763,perspective,3
2764,personality,3
2765,period,3
2766,period,3
2767,period,3
2768,payment,3
2770,passionate,3
2771,part,3
2772,parking,3
2773,pain,3
2777,output,3
2781,organization,3
2783,order,3
2784,ordering,3
2785,operation/management,3
2789,onboarding,3
2790,on-premises,3
2791,okay,3
2794,occupation,3
2795,novel,3
2796,note,3
2797,non-face-to-face,3
2802,move,3
2804,monitor,3
2806,model,3
2807,mining,3
2809,microservice,3
2810,method,3
2811,message,3
2812,mentor,3
2813,mentoring,3
2815,membership,3
2816,membership,3
2818,medium,3
2819,medium,3
2820,matter,3
2821,material,3
2822,mass,3
2823,marketplace,3
2824,machine,3
2825,love,3
2826,lot,3
2829,linkage,3
2830,lifestyle,3
2831,lifestyle,3
2832,life,3
2833,level,3
2834,lesson,3
2835,learning/deep,3
2836,learner,3
2837,law,3
2838,lake,3
2839,knowledge,3
2840,kitchen,3
2841,kiosk,3
2842,join,3
2843,job,3
2844,javascript,3
2845,issue,3
2846,issue,3
2847,issue,3
2848,issuance,3
2850,introduction,3
2851,introduction,3
2852,intention,3
2853,inspection,3
2854,inquiry,3
2855,innovation,3
2856,infrastructure,3
2857,information,3
2858,industry,3
2860,improves,3
2861,impact,3
2862,hundred,3
2864,hour,3
2865,homepage,3
2866,hire,3
2867,high-level,3
2868,held,3
2871,happiness,3
2872,happiness,3
2873,handle,3
2874,hackathon,3
2875,grow,3
2876,graylog,3
2877,goal,3
2878,goal,3
2879,git,3
2880,generate,3
2882,future,3
2883,front-end,3
2884,framework,3
2885,form,3
2887,food,3
2889,flow,3
2890,floor,3
2892,fix,3
2895,finance,3
2896,file,3
2897,field,3
2898,fellow,3
2899,feedback,3
2900,fast,3
2902,fact,3
2903,factory,3
2904,face-to-face,3
2905,face,3
2910,expansion,3
2911,exhibition,3
2912,exhibition,3
2913,executor,3
2914,executive,3
2915,evaluation,3
2916,establishment,3
2919,enter,3
2920,engineer,3
2921,engine,3
2922,employee,3
2925,edge,3
2928,dream,3
2929,domestic/overseas,3
2930,domain,3
2931,distribute,3
2933,disclosure,3
2934,developmentthis,3
2935,developing,3
2936,developer,3
2937,develop/maintain,3
2938,designer,3
2939,deposit,3
2940,deployment,3
2942,department,3
2943,demonstrate,3
2945,decision-making,3
2946,decision-making,3
2947,day,3
2948,database,3
2949,data-,3
2950,damage,3
2952,customer,3
2953,custody,3
2954,cryptocurrency,3
2956,creator,3
2957,coupon,3
2958,correct,3
2960,coordinate,3
2961,conversion,3
2962,convenient,3
2963,control,3
2965,contract ],3
2966,content,3
2968,container,3
2969,consumption,3
2970,construction,3
2971,console,3
2972,connects,3
2973,conjunction,3
2975,compromise,3
2976,comprehensive,3
2977,components/design,3
2978,compliance,3
2980,competitor,3
2981,competition,3
2982,compatibility,3
2983,communication,3
2984,commerce,3
2988,collect,3
2989,colleague,3
2990,coffee,3
2992,client,3
2993,client,3
2994,classification,3
2995,class,3
2996,city,3
2997,choose,3
2998,chatbot,3
2999,charger,3
3000,change,3
3001,change,3
3002,challenge,3
3003,chain,3
3004,certificate,3
3007,cause,3
3009,careful,3
3010,card,3
3014,building,3
3016,branding,3
3018,billing,3
3021,beneficiary,3
3022,behavior,3
3024,avatar,3
3025,authority,3
3026,auth,3
3027,audio,3
3028,assignment,3
3029,assignment,3
3030,assign,3
3031,architecture,3
3033,aptitude,3
3034,apps/web,3
3035,apply,3
3036,app/web,3
3037,app,3
3038,answer,3
3039,answer,3
3040,anomaly,3
3042,announcement,3
3043,analyze,3
3044,analytics,3
3045,analyst,3
3047,aim,3
3048,affiliate,3
3049,affection,3
3050,affect,3
3052,advertisement,3
3053,advertisement,3
3055,addition,3
3057,ad,3
3058,activity,3
3059,activity,3
3060,action,3
3061,acquisition,3
3064,accuracy,3
3065,accumulate,3
3066,account,3
3068,[,3
3069,chabot ],3
3070,[ business,3
3071,willa,3
3074,web3,3
3076,warehouse,3
3078,vue,3
3079,vitality,3
3081,valley,3
3083,typescript,3
3085,track,3
3088,think,3
3089,tensorflow,3
3090,technique,3
3091,team,3
3092,team,3
3093,tailwind,3
3094,tv,3
3095,sync,3
3096,swift,3
3097,support,3
3099,sumgo,3
3100,submit,3
3102,studio,3
3103,store,3
3104,statistic,3
3106,squidshell,3
3107,springboot,3
3108,spring,3
3110,solve,3
3111,snowflake,3
3112,smooth,3
3113,simple,3
3114,shop,3
3115,settlement,3
3117,service,3
3118,serverless,3
3119,sentbe,3
3120,select,3
3121,salary,3
3122,saas,3
3123,sqs,3
3124,sp,3
3125,seo,3
3126,sdk,3
3127,ruby,3
3128,route,3
3129,romin,3
3130,role,3
3131,resume,3
3132,restapi,3
3133,responsibility,3
3134,response,3
3135,resource,3
3136,research/development,3
3138,requirement,3
3139,reporting,3
3140,recommendation,3
3142,raspberry,3
3143,radar,3
3144,rfc,3
3145,reit,3
3146,rdbms,3
3147,r,3
3148,query,3
3149,push,3
3150,pug,3
3152,product,3
3153,produce,3
3155,postman,3
3156,post,3
3157,poja,3
3158,platform,3
3159,planning/operation/development,3
3160,planet,3
3161,pi,3
3162,pick pick,3
3163,partridge,3
3164,participates,3
3165,pwa,3
3166,po,3
3167,po,3
3168,pm,3
3169,pmf,3
3170,pm/po,3
3171,pl,3
3172,php,3
3173,owner,3
3174,operation,3
3175,opencv,3
3177,on-chain,3
3178,okrs,3
3179,okr,3
3181,nosql,3
3182,nexon,3
3184,nest.js,3
3185,negotiation,3
3186,mtect,3
3188,module,3
3189,minjok,3
3190,mini,3
3191,marketing,3
3193,ml/dl,3
3194,md,3
3195,lifestyle,3
3196,leverage,3
3198,language,3
3199,lake,3
3201,lab,3
3202,lab,3
3204,llm,3
3206,korea,3
3207,kit,3
3208,key,3
3209,kakao,3
3210,k-pop,3
3211,jsp,3
3212,jpa,3
3213,jira,3
3216,istio,3
3217,iot,3
3219,interview,3
3220,infra,3
3223,housing,3
3224,homepage,3
3225,hodu,3
3228,helm,3
3229,healthcare,3
3230,haple,3
3231,graphql,3
3232,gitops,3
3233,gateway,3
3234,gcp,3
3235,function,3
3236,frontend,3
3237,frontend/backend,3
3238,frontend,3
3240,framework,3
3241,form,3
3242,food,3
3243,focus,3
3244,flutter,3
3246,firebase,3
3247,fintech,3
3248,fastapi,3
3249,fast,3
3252,explore,3
3253,executive,3
3255,enrise,3
3257,engineer,3
3258,elli,3
3259,elasticsearch,3
3262,esg,3
3263,emr,3
3264,elk,3
3265,eks,3
3266,eks,3
3267,ecr,3
3268,ec2,3
3269,e-commerce,3
3271,dynamodb,3
3272,driven,3
3273,donor,3
3274,doctor,3
3275,division,3
3276,discus,3
3278,developer,3
3279,develop/operate,3
3281,designer,3
3282,design/develop,3
3283,definition,3
3284,daycon,3
3285,databricks,3
3286,dataplay,3
3287,dataops,3
3288,datadog,3
3289,data,3
3291,dw,3
3292,dsp,3
3294,dm,3
3295,culture-fit,3
3296,cross-platform,3
3298,container,3
3299,concern,3
3300,computer,3
3301,component,3
3302,company,3
3304,cloudwatch,3
3305,cloudwatch,3
3306,cloud,3
3307,clothing,3
3310,class,3
3311,check,3
3312,chabot,3
3313,case,3
3315,cafe24,3
3316,cafe,3
3317,cs,3
3318,crm,3
3319,cm,3
3320,cicd,3
3321,ci/cd,3
3322,boot,3
3323,bling,3
3324,biz,3
3325,bitbucket,3
3328,batch,3
3329,baemin,3
3330,bmt,3
3331,bm,3
3332,b2b,3
3333,ass,3
3335,apple,3
3336,app,3
3337,angular,3
3338,android/ios,3
3339,analytics,3
3340,amplitude,3
3342,agile,3
3343,admin,3
3345,api,3
3346,aim,3
3348,ai,3
3349,ai,3
3356,-development,3
3357,-create,3
3359,please,3
3361,video,3
3362,pull,3
3364,face-to-face,3
3366,commerce,3
3369,beauty,3
3370,typescript,3
3371,react,3
3372,postgresql,3
3373,mysql,3
3374,legacy,3
3375,flutter,3
3377,eks,3
3378,django,3
3379,data,3
3381,android,3
3382,aws,3
3384,%,3
3437,z,2
3442,worker,2
3443,worker,2
3445,work,2
3446,work,2
3448,work-,2
3449,work,2
3450,word,2
3451,withholding,2
3452,withdrawal,2
3454,wine,2
3457,welcome,2
3458,week,2
3459,webview,2
3460,website,2
3461,website,2
3462,web/mobile,2
3463,web/app,2
3464,web,2
3465,warehouse,2
3466,want,2
3467,wallet,2
3468,vscode,2
3469,voting,2
3470,view,2
3473,video,2
3474,video,2
3475,video,2
3476,vibrant,2
3479,version,2
3480,vein,2
3481,vehicle,2
3482,value,2
3486,user/administrator,2
3490,use,2
3491,use,2
3493,urgent,2
3494,upgrade,2
3498,unravel,2
3500,university,2
3505,understand,2
3507,typescript,2
3508,trendy,2
3509,tree,2
3510,treatment,2
3511,transportation,2
3512,transmit,2
3513,transfer,2
3514,training,2
3515,trainer,2
3517,topic,2
3518,tool,2
3523,thread,2
3524,],2
3526,third-party,2
3528,textbook,2
3529,textbook,2
3530,test,2
3531,term,2
3532,term,2
3533,tenant,2
3535,technology,2
3536,technique,2
3538,team,2
3540,team ],2
3541,tax,2
3543,talk,2
3547,table,2
3550,system,2
3552,swarm,2
3554,sustainability,2
3556,sure,2
3558,suit,2
3559,sufficient,2
3560,success,2
3561,subscribed,2
3564,styled-components,2
3565,style,2
3568,strict,2
3570,strategy,2
3572,story,2
3574,step,2
3575,status,2
3577,state,2
3579,stage,2
3580,staff/management,2
3581,stack/tool ],2
3582,stack,2
3584,stability,2
3585,squad,2
3587,spikey,2
3588,space,2
3589,source,2
3591,solutions-,2
3592,solution,2
3594,smile,2
3595,skill,2
3596,size,2
3597,situation,2
3598,situation,2
3601,sign,2
3602,signal,2
3604,shop,2
3605,shipping,2
3606,ship/port,2
3608,session,2
3609,serving,2
3610,serving/operation,2
3612,service,2
3613,service,2
3614,service,2
3615,service,2
3617,service-,2
3618,service,2
3619,server,2
3621,sentence,2
3622,sensor,2
3623,sending,2
3625,semiconductor,2
3627,seller,2
3628,seller,2
3629,seller,2
3630,self-monitoring,2
3631,select,2
3632,segmentation,2
3634,security/infrastructure,2
3635,security,2
3636,security,2
3638,sector,2
3639,season,2
3640,seamless,2
3641,screening,2
3642,science/ai,2
3643,school,2
3644,scheduler,2
3645,schedule,2
3647,scanner,2
3648,satisfies,2
3651,rule,2
3653,right,2
3654,rider,2
3655,revolutionizes,2
3656,review/research/experimentation,2
3658,review,2
3659,review,2
3660,reverse,2
3661,reuse,2
3662,retrospective,2
3663,retirement,2
3665,result,2
3666,restaurant,2
3668,resident,2
3669,research,2
3671,request,2
3673,repair,2
3675,renew,2
3677,relocate,2
3679,relative,2
3680,relation,2
3681,regulation,2
3682,regulation,2
3684,registration,2
3685,register,2
3686,refactoring,2
3687,redundant,2
3688,redundancy,2
3690,recurrence,2
3691,recruit,2
3693,recruit,2
3694,recommendation,2
3695,recommendation/search,2
3696,recommendation,2
3697,reception,2
3702,rebalancing,2
3703,reading,2
3704,readiness,2
3705,react.js,2
3706,rate,2
3707,rate,2
3708,ranking,2
3710,range,2
3711,radio,2
3712,question,2
3713,quantitative/qualitative,2
3714,puzzle,2
3715,push,2
3716,purpose,2
3717,purification,2
3718,publishing,2
3719,publisher,2
3721,protocol,2
3722,protect,2
3723,pro,2
3724,prompt,2
3725,promotion,2
3726,promotion,2
3729,project,2
3730,progressive,2
3731,progress ],2
3734,program,2
3735,profitability,2
3736,profile,2
3741,processor,2
3744,proceeds,2
3745,procedure ],2
3748,problem,2
3749,prevention,2
3750,present,2
3751,presentation,2
3752,preprocessing,2
3756,preference,2
3757,prediction,2
3758,pre-sales,2
3759,pre-development,2
3760,practitioner,2
3761,practitioner,2
3762,pot,2
3763,post-performance,2
3764,post-analysis,2
3765,possibility,2
3766,possibility,2
3769,portfolio,2
3770,portfolio,2
3772,pool,2
3773,policy,2
3774,point,2
3775,plenty,2
3776,playtesting,2
3778,platform,2
3780,platform,2
3781,platform,2
3782,planning/production,2
3783,plain,2
3784,place,2
3785,pioneer,2
3786,pick-and-pick,2
3787,pick,2
3788,photo,2
3789,perspective,2
3790,perspective,2
3791,personalization,2
3792,persona,2
3793,permanent,2
3795,period,2
3796,period,2
3797,performance-,2
3798,performance,2
3799,people,2
3800,peer,2
3804,patient,2
3805,passion,2
3806,partner,2
3808,paradigm,2
3809,paper,2
3810,panda,2
3811,page,2
3812,package,2
3813,ownership,2
3814,overview,2
3818,others,2
3819,others,2
3821,organization,2
3822,order,2
3824,opportunity,2
3825,opinion,2
3827,operation-,2
3828,operation,2
3829,operation,2
3830,opening,2
3831,one-time,2
3835,official,2
3836,office,2
3837,offer,2
3839,occurs,2
3841,number,2
3842,number,2
3843,notification,2
3844,notice,2
3845,not-so-good,2
3846,next.js,2
3848,news,2
3851,name,2
3852,multi-platform,2
3854,multi-cloud,2
3856,motivates,2
3857,mortem,2
3858,month,2
3859,month,2
3861,module,2
3862,model,2
3863,mobile/web,2
3864,moa,2
3865,mix,2
3866,mission,2
3867,mission,2
3869,minute,2
3871,minimal,2
3872,mini-ctos,2
3873,mini,2
3874,mind,2
3876,mile,2
3879,micro,2
3880,method,2
3881,method,2
3882,metaverse,2
3883,metadata,2
3884,metadata,2
3885,meta,2
3886,messaging,2
3888,mention,2
3889,member,2
3890,meeting,2
3892,medium,2
3894,math,2
3895,mart,2
3896,markup,2
3897,market,2
3898,marketing/event,2
3899,market,2
3900,manufacturer,2
3901,manner,2
3902,managers/designers,2
3903,manager,2
3905,management/logistics,2
3907,man-hours,2
3908,mall,2
3910,maker,2
3911,maintenancethe,2
3914,maintenance-,2
3915,maintenance,2
3916,maintains,2
3917,luxury,2
3919,logstash,2
3920,log,2
3923,load,2
3924,listen,2
3925,limitation,2
3926,licensing,2
3927,license,2
3929,level ],2
3930,level,2
3932,ledger,2
3933,ledger,2
3935,learning,2
3937,laundering,2
3939,lambda,2
3940,lake,2
3941,labor,2
3942,knowledge,2
3943,kiosk,2
3944,kafka,2
3945,judge,2
3946,joy,2
3947,journey,2
3948,join,2
3949,job,2
3950,job,2
3951,java,2
3956,intuition,2
3958,interview-,2
3959,interview,2
3960,interruption,2
3962,interpret,2
3963,interest,2
3965,interconnection,2
3966,interact,2
3967,intent,2
3968,intelij,2
3969,integrates,2
3970,insurance,2
3971,insurance,2
3972,instructor,2
3973,institute,2
3974,instance,2
3975,insight,2
3976,inquiry/payment,2
3977,inquiry,2
3978,initiate,2
3981,information/travel,2
3982,information/safety,2
3983,inform,2
3984,influencer,2
3985,inflow,2
3986,inflow,2
3987,industry,2
3988,individual,2
3991,indexing,2
3992,index,2
3995,incorporate,2
3996,income,2
4000,improvement,2
4003,impact,2
4005,image,2
4006,image,2
4007,imagemagick,2
4009,identity,2
4010,ice,2
4011,ipageon,2
4012,io,2
4015,hurt,2
4016,hub,2
4017,household,2
4018,hour,2
4019,hour,2
4020,hospital,2
4021,horizontal,2
4022,hit,2
4023,history,2
4025,high-volume,2
4026,high-capacity,2
4027,hesitant,2
4029,heatmap,2
4030,head,2
4033,habit,2
4034,guide,2
4035,guideline,2
4036,guest,2
4038,grows,2
4039,greenhouse,2
4041,goal,2
4042,goal,2
4044,glance,2
4046,github,2
4047,genre,2
4049,generates,2
4051,generalize,2
4052,gateway,2
4054,game,2
4055,game,2
4057,funding,2
4058,fun,2
4061,fuel,2
4062,frontend,2
4063,frontend,2
4065,front-end,2
4066,friend,2
4067,free-form,2
4069,framework,2
4070,framework,2
4071,frame,2
4074,form,2
4076,forecasting,2
4077,forecast,2
4081,flask,2
4082,fit,2
4083,fit,2
4084,fine,2
4085,finance,2
4086,fill,2
4088,file,2
4089,figma,2
4090,field,2
4091,field,2
4092,field,2
4094,fee,2
4096,faster,2
4099,facility,2
4100,extracting,2
4103,exploratory,2
4104,experiment,2
4105,experiment,2
4106,experience,2
4107,expense,2
4109,existing/new,2
4111,execution,2
4114,example,2
4115,examination,2
4117,evidence,2
4119,evaluate,2
4120,etc.-,2
4121,etc,2
4122,establishment/approval,2
4124,essence,2
4126,error,2
4127,equipment,2
4128,episodic,2
4129,envision,2
4130,environment,2
4131,environment,2
4132,environment,2
4133,entrepreneurship,2
4134,entrance,2
4135,enterprise,2
4137,enjoys,2
4138,engine,2
4141,engagement,2
4142,engage,2
4146,end,2
4147,encryption/decryption,2
4148,encryption,2
4149,encourage,2
4151,employee,2
4152,emotionjs,2
4153,emerge,2
4154,email,2
4155,elecvery,2
4156,electricity,2
4157,elasticsearch,2
4158,ejs,2
4160,efficiency,2
4161,edutech,2
4162,education,2
4163,editor,2
4165,easy-to-maintain,2
4167,e-learning/community,2
4168,duty,2
4169,duty,2
4170,drone,2
4171,download,2
4172,dominance,2
4174,domain,2
4176,document,2
4177,division,2
4180,displayed,2
4181,dispatch,2
4182,discretion,2
4183,discovery,2
4184,director,2
4185,direction,2
4186,direction,2
4189,diagram,2
4190,diagram,2
4191,diagram,2
4193,device,2
4196,development [,2
4197,development [ technology,2
4198,developmentthe,2
4199,development/maintenance,2
4202,developer,2
4203,developer,2
4205,develop/operate,2
4206,determines,2
4207,determination,2
4208,desk,2
4209,design,2
4212,design,2
4213,design/optimization,2
4214,design/interconnection,2
4215,design/implementation/operation,2
4216,design/backend,2
4217,design,2
4219,describe,2
4221,department-specific,2
4222,dental,2
4223,demo,2
4224,decision,2
4225,decision,2
4227,deal,2
4228,day,2
4229,date,2
4230,datasets,2
4231,dashboard,2
4232,dart,2
4233,cycle,2
4234,customization,2
4237,customers/designers,2
4238,customer,2
4239,customer,2
4240,customer,2
4243,cs jquery,2
4246,crew,2
4248,creation,2
4249,crawler,2
4250,crash,2
4251,cover,2
4252,cost,2
4253,cost,2
4254,cost,2
4255,correction,2
4256,corporation,2
4257,copy,2
4258,cooky,2
4259,convince,2
4260,conveyed,2
4261,convey,2
4262,conversation,2
4263,conversation,2
4264,convergence,2
4265,contribution,2
4267,content,2
4268,container,2
4269,consultation,2
4270,constitutes,2
4271,consideration,2
4272,consensus,2
4273,connection,2
4274,connect,2
4276,confirmation,2
4277,confirm,2
4280,confident,2
4281,conference,2
4282,conference,2
4283,conference,2
4285,comply,2
4286,completion,2
4289,complaint,2
4290,competition,2
4291,compensation,2
4292,compare,2
4293,company-,2
4297,communication,2
4299,commit,2
4300,commercialize,2
4302,combustion,2
4303,combine,2
4304,college,2
4305,collector,2
4306,collection,2
4307,collection/processing/visualization,2
4309,collection/analysis/data,2
4310,collect/analyze,2
4311,cold,2
4313,co-worker,2
4314,cloud,2
4315,client,2
4318,clean,2
4319,claim,2
4320,claim,2
4322,checkup,2
4323,check,2
4324,cheat,2
4325,chatbot,2
4326,chart,2
4328,chapter,2
4329,chapter,2
4330,change,2
4332,challenge,2
4333,certificate,2
4334,cell,2
4335,category,2
4336,category,2
4337,case,2
4338,career,2
4339,card,2
4340,candidate,2
4341,candid,2
4343,campaign,2
4344,camp,2
4347,cache,2
4348,bulk,2
4349,built,2
4350,build,2
4351,build,2
4352,bug,2
4353,budget,2
4354,browser-level,2
4355,broadcasting,2
4356,briefly,2
4357,brief,2
4358,bound,2
4359,bottleneck,2
4360,bootstrap-vue,2
4361,bootcamps,2
4362,bootcamp,2
4363,book,2
4364,book,2
4365,body,2
4366,board,2
4367,blog,2
4368,blockchains,2
4371,billing,2
4372,bias,2
4373,benchmarking,2
4375,belong,2
4377,belief,2
4379,basis,2
4380,bare,2
4381,banner,2
4384,backup,2
4385,backends,2
4386,back-end,2
4387,back-end,2
4388,b2c,2
4389,aws,2
4391,authentication,2
4393,audience,2
4394,auction,2
4396,attendance,2
4397,attach,2
4399,artist,2
4400,area,2
4401,area,2
4402,area,2
4406,approval,2
4407,approach,2
4408,apply,2
4410,application/web,2
4411,appeal,2
4414,apidoc,2
4415,anti-money,2
4417,animal,2
4419,analysis/data,2
4421,alternative,2
4425,align,2
4426,algorithm,2
4427,alarm,2
4428,ai,2
4430,agenda,2
4431,agency,2
4432,agency,2
4434,advertiser,2
4435,advertisement,2
4436,advancement,2
4438,adjust,2
4439,address,2
4444,action,2
4445,action,2
4446,achieves,2
4448,accuracy,2
4451,accomplishment,2
4452,accommodate,2
4453,accident,2
4454,abuse,2
4455,abundant,2
4457,a.m,2
4459,googledocs,2
4460,figma,2
4461,],2
4463,[,2
4464,[ technology,2
4466,support,2
4467,[,2
4468,[ queue,2
4469,[ job,2
4471,[,2
4472,document,2
4473,[ detail,2
4474,[ basic,2
4475,[,2
4477,zeplin,2
4480,yeouido,2
4481,yarn,2
4482,xshell,2
4483,xpert,2
4484,xyz,2
4485,workspace,2
4486,working-level,2
4487,workflow,2
4489,wonderwall,2
4490,window,2
4491,winmerge,2
4493,whatap,2
4494,wepin,2
4495,wello,2
4496,well-aging,2
4497,webstorm,2
4498,webgl,2
4499,web/app,2
4500,warehouse,2
4502,wallet,2
4503,wallet,2
4504,wms,2
4506,wemix,2
4507,weit,2
4509,vue3,2
4510,voc,2
4511,vite,2
4512,visualization,2
4513,viewka,2
4514,viewa,2
4515,vice,2
4518,verifyvasp,2
4519,valley,2
4520,vscode,2
4521,voc,2
4522,vcs,2
4523,vat,2
4525,utilization,2
4526,user,2
4527,user,2
4529,upstage,2
4531,upgrade,2
4533,unique,2
4535,ubuntu,2
4536,ua,2
4539,type,2
4540,twelve,2
4541,try,2
4543,trip,2
4544,transportation,2
4545,translation,2
4547,track,2
4548,topping,2
4549,todo,2
4550,timelapse,2
4551,tick,2
4552,thymeleaf,2
4553,third-party,2
4555,text,2
4556,testvalley,2
4557,technology,2
4558,team,2
4559,tax,2
4560,task,2
4561,tappytoon,2
4562,talk,2
4564,tv,2
4565,tdd,2
4566,ta,2
4568,system,2
4569,swatchion,2
4570,supervise,2
4573,style,2
4574,style,2
4575,story,2
4576,storelink,2
4577,step3_,2
4578,step2_,2
4579,step1_,2
4580,stay,2
4581,status,2
4582,state,2
4584,springboot,2
4585,springboot,2
4586,spring/kotlin,2
4588,songaree,2
4589,someone,2
4590,solvook,2
4593,slogger,2
4594,slogger,2
4595,site,2
4596,shopper,2
4597,shopee,2
4598,service,2
4599,service,2
4600,server,2
4601,server,2
4602,seoul,2
4603,sentry,2
4604,seller,2
4607,scrum,2
4608,scientist,2
4609,sas,2
4610,sas,2
4611,sw,2
4612,sto/blockchain,2
4613,sto,2
4614,sqlalchemy,2
4615,spring,2
4616,sn,2
4617,si,2
4618,sdk,2
4619,sas,2
4620,sas,2
4621,routy,2
4622,route53,2
4623,roundpick,2
4624,round,2
4625,retentics,2
4626,result,2
4627,responsive,2
4630,reservation,2
4631,renewal,2
4632,redshift,2
4633,redisqueue,2
4634,redis,2
4635,realbuy,2
4636,reactjs,2
4637,react-query,2
4638,rds,2
4639,rdb,2
4640,quat,2
4641,python,2
4642,pycharm,2
4644,publisher,2
4646,prototype,2
4647,project,2
4648,programming,2
4649,product,2
4650,producer,2
4651,processing,2
4652,procedure,2
4653,problem,2
4655,prisma,2
4656,prisma,2
4657,prism,2
4658,presto,2
4659,present,2
4660,prepare,2
4662,postgresql,2
4663,posteller,2
4664,position,2
4665,poker,2
4666,playwright,2
4668,platform,2
4670,pixel,2
4671,pinocchio,2
4672,pinia,2
4673,photoshop,2
4674,peter,2
4675,pet,2
4677,percentage,2
4679,payment,2
4680,path,2
4681,passorder,2
4682,partner,2
4683,part,2
4684,pan ],2
4685,po,2
4686,po,2
4688,pm,2
4689,phpstorm,2
4690,pg,2
4691,pc,2
4692,oversight,2
4695,output,2
4696,others,2
4697,orchestration,2
4698,opsnow,2
4699,ops,2
4700,operates,2
4701,openup,2
4705,olimcrew,2
4706,offline,2
4707,ojt,2
4708,nuxt.js,2
4709,nuxt.js,2
4711,nubilab,2
4712,npm,2
4713,notification,2
4714,nodejs,2
4715,nosql,2
4716,nextjs,2
4718,next.js ssr isr,2
4720,neurofit,2
4721,netfunnel,2
4722,neo4j,2
4723,nemo,2
4726,native,2
4727,native,2
4729,nile,2
4730,nhn,2
4731,mysql,2
4732,mybatis,2
4733,mysql,2
4734,mysql,2
4735,musinsa,2
4736,mssql,2
4737,monorepo,2
4738,mono,2
4739,monitoring,2
4740,mongodb,2
4741,moin,2
4742,modularize,2
4743,model,2
4744,miridi,2
4745,miricanvas,2
4747,minimum,2
4750,millie,2
4751,migration,2
4752,microsoft,2
4753,microservice,2
4754,method ],2
4755,metaverse,2
4756,meta,2
4757,message,2
4759,member,2
4760,member,2
4761,medis,2
4762,mediastream,2
4763,medium,2
4764,measure,2
4765,marketing,2
4766,mariadb,2
4767,mapreduce,2
4768,map,2
4771,maintenance,2
4773,mri,2
4774,mmp,2
4775,mmorpg,2
4776,mlops,2
4777,mha,2
4779,maui,2
4780,mau,2
4782,luniverse,2
4784,logistics,2
4785,location,2
4788,linux,2
4789,license,2
4792,lead,2
4793,lead/manage,2
4794,law,2
4795,large-capacity,2
4796,lake,2
4798,lab,2
4799,lab,2
4801,kubeflow,2
4802,knowledge,2
4803,kinesis,2
4804,keywort,2
4805,keytalk,2
4806,kera,2
4807,krw,2
4808,kpis,2
4809,kiosk,2
4810,k-pop,2
4811,junior,2
4812,jetbrains,2
4813,javascript/typescript,2
4814,javascript/typescript,2
4815,java/kotlin/spring/jpa,2
4816,java/kotlin,2
4817,java/kotlin,2
4819,jar,2
4820,jsp,2
4821,j,2
4822,jira,2
4823,jfun,2
4827,investment,2
4828,introduce,2
4830,intellij,2
4831,intellij,2
4832,institute,2
4834,infra,2
4835,inference,2
4837,illustrator,2
4838,identify,2
4839,iac,2
4840,iot,2
4841,io,2
4842,idea,2
4843,ide,2
4844,hospital,2
4845,hidden,2
4846,heidisql,2
4847,health,2
4848,harmony,2
4850,hackle,2
4851,hw,2
4852,hw,2
4853,guide,2
4854,group,2
4855,ground,2
4856,groovy,2
4858,graphql,2
4861,gitlab,2
4863,github,2
4864,github,2
4865,git-flow,2
4866,gin,2
4867,gateway,2
4868,gain,2
4869,gpu,2
4870,gpt,2
4872,fund,2
4873,function,2
4874,fruit,2
4875,front-end,2
4876,fromm,2
4877,framework,2
4878,framework,2
4881,flow,2
4883,flexity,2
4884,flask,2
4885,flask,2
4886,flamingo,2
4887,fit2b,2
4888,fit,2
4889,fit,2
